Make,Model,'Vehicle Class','Engine Size(L)',Cylinders,Transmission,'Fuel Type','Fuel Consumption City (L/100 km)','Fuel Consumption Hwy (L/100 km)','Fuel Consumption Comb (L/100 km)','Fuel Consumption Comb (mpg)','CO2 Emissions(g/km)'
MITSUBISHI,'LANCER SPORTBACK','STATION WAGON - SMALL',2,4,AV6,X,9.6,7.3,8.6,33,198
LEXUS,'GS F',COMPACT,5,8,AS8,Z,14.9,9.7,12.5,23,293
DODGE,'Durango AWD SRT','SUV - STANDARD',6.4,8,A8,Z,18.3,12.2,15.6,18,363
BUICK,VERANO,COMPACT,2,4,AS6,Z,11.4,7.9,9.8,29,225
KIA,'Sorento AWD','SUV - SMALL',3.3,6,AS8,X,12.3,9.5,11.1,25,261
'ASTON MARTIN','DB11 V8',MINICOMPACT,4,8,A8,Z,13,9.8,11.5,25,271
MAZDA,'MAZDA6 (i-ELOOP)',MID-SIZE,2.5,4,AS6,X,8.9,6.7,7.9,36,186
DODGE,'CHALLENGER GT AWD FFV',MID-SIZE,3.6,6,A8,X,12.8,8.7,11,26,258
DODGE,'Charger (MDS)',FULL-SIZE,5.7,8,A5,X,15.6,9.7,12.9,22,302
GMC,SIERRA,'PICKUP TRUCK - STANDARD',4.3,6,A6,E,18.9,14.2,16.8,17,269
FORD,'Transit Connect Van','SPECIAL PURPOSE VEHICLE',2,4,AS8,X,9.8,8.8,9.3,30,219
LAMBORGHINI,'Huracan Performante Coupe',TWO-SEATER,5.2,10,AM7,Z,17.9,13,15.7,18,370
HYUNDAI,'ELANTRA GT',MID-SIZE,2,4,AS6,X,9.8,7.2,8.6,33,203
FORD,'F-150 FFV 4X4 (Payload Pkg)','PICKUP TRUCK - STANDARD',5,8,AS10,X,16.8,12.4,14.8,19,347
BMW,'328d xDRIVE TOURING','STATION WAGON - SMALL',2,4,AS8,D,7.8,5.9,7,40,184
PORSCHE,'911 CARRERA 4S',MINICOMPACT,3,6,M7,Z,12.1,8.4,10.4,27,243
DODGE,'CHALLENGER GT AWD FFV',MID-SIZE,3.6,6,A8,X,12.8,8.7,11,26,258
HONDA,'HR-V AWD','STATION WAGON - SMALL',1.8,4,AV,X,8.9,7.5,8.2,34,194
CHEVROLET,MALIBU,MID-SIZE,1.5,4,A6,X,8.8,6.5,7.8,36,181
MERCEDES-BENZ,'AMG GT COUPE',TWO-SEATER,4,8,AM7,Z,14.5,10.8,12.8,22,302
LEXUS,'LS 460 AWD',MID-SIZE,4.6,8,AS8,Z,15.2,10.2,12.9,22,303
KIA,Sportage,'SUV - SMALL',2.4,4,AS6,X,10.3,7.8,9.2,31,218
KIA,Soul,'STATION WAGON - SMALL',2,4,AS6,X,9.5,7.8,8.7,32,206
MERCEDES-BENZ,'E 400 4MATIC WAGON','STATION WAGON - MID-SIZE',3,6,AS7,Z,12.4,8.9,10.8,26,253
GMC,Acadia,'SUV - STANDARD',3.6,6,A9,X,12.6,8.8,10.9,26,257
TOYOTA,'Camry TRD',MID-SIZE,3.5,6,AS8,X,10.8,7.6,9.4,30,220
BUICK,'LACROSSE eASSIST',MID-SIZE,2.4,4,AS6,X,9.6,6.5,8.2,34,189
MINI,'COOPER S CLUBMAN',SUBCOMPACT,1.6,4,M6,Z,9.1,6.7,8,35,184
HONDA,FIT,'STATION WAGON - SMALL',1.5,4,M6,X,8.1,6.4,7.3,39,168
HONDA,'RIDGELINE AWD','PICKUP TRUCK - STANDARD',3.5,6,A6,X,12.8,9.5,11.3,25,264
FORD,'FOCUS FFV',COMPACT,2,4,M5,X,9.1,6.6,8,35,184
GMC,'Yukon XL','SUV - STANDARD',5.3,8,A6,X,15.7,10.5,13.4,21,314
MITSUBISHI,'RVR 4WD','SUV - SMALL',2.4,4,AV6,X,10.5,8.6,9.6,29,223
CHEVROLET,'SILVERADO eASSIST 4WD','PICKUP TRUCK - STANDARD',5.3,8,A8,X,14.4,11.2,13,22,304
JAGUAR,'XF 20d AWD',MID-SIZE,2,4,AS8,D,7.8,5.8,6.9,41,186
BMW,'Z4 sDRIVE35i',TWO-SEATER,3,6,AM7,Z,13.7,10,12.1,23,282
FORD,'TRANSIT CONNECT VAN','SPECIAL PURPOSE VEHICLE',2.5,4,AS6,X,11.3,8.2,9.9,29,228
INFINITI,'Q60 AWD COUPE',SUBCOMPACT,3.7,6,AS7,Z,13.3,9.4,11.5,25,265
MERCEDES-BENZ,'ML 350 BLUETEC 4MATIC','SUV - STANDARD',3,6,AS7,D,11.8,8.5,10.3,27,278
FIAT,'500 ABARTH HATCHBACK',MINICOMPACT,1.4,4,M5,X,8.5,7.1,7.9,36,186
VOLVO,'XC70 T5','SUV - SMALL',2,4,AS8,X,9.8,7.6,8.8,32,202
GMC,'YUKON XL 4WD','SUV - STANDARD',5.3,8,A6,E,22.1,15.4,19.1,15,306
CHEVROLET,'SONIC 5',MID-SIZE,1.8,4,M5,X,8.9,6.7,7.9,36,182
MINI,'COOPER COUNTRYMAN ALL4','STATION WAGON - SMALL',1.5,3,AS8,Z,10.3,7.9,9.2,31,215
BMW,'M4 Cabriolet',SUBCOMPACT,3,6,M6,Z,13.8,9.4,11.9,24,280
VOLKSWAGEN,'GOLF TDI (modified)',COMPACT,2,4,AM6,D,7.6,5.5,6.5,43,177
INFINITI,'Q50 AWD',MID-SIZE,3,6,AS7,Z,12.3,8.5,10.6,27,249
GMC,'SAVANA 3500 PASSENGER','VAN - PASSENGER',4.8,8,A6,X,21.3,14.3,18.2,16,419
DODGE,'JOURNEY FFV','SUV - SMALL',3.6,6,A6,X,14.2,9.5,12.1,23,284
MINI,'COOPER S CLUBMAN',SUBCOMPACT,1.6,4,A6,Z,9.3,7,8.3,34,191
NISSAN,Sentra,MID-SIZE,1.8,4,AV,X,8.1,6.3,7.3,39,172
FORD,'F-150 FFV 4X4','PICKUP TRUCK - STANDARD',5,8,AS10,X,15.1,11.6,13.5,21,317
TOYOTA,COROLLA,MID-SIZE,1.8,4,M6,X,8.3,6.3,7.4,38,170
MAZDA,'MAZDA6 (i-ELOOP)',MID-SIZE,2.5,4,AS6,X,8.4,5.9,7.3,39,168
CHRYSLER,'TOWN & COUNTRY FFV',MINIVAN,3.6,6,A6,E,19.7,13.3,16.8,17,269
BMW,'330i xDrive',COMPACT,2,4,AS8,Z,9.5,6.9,8.3,34,194
FORD,'FOCUS (Start/Stop)',COMPACT,1,3,M6,X,7.9,5.9,7,40,164
JEEP,'CHEROKEE FFV','SUV - SMALL',2.4,4,A9,E,15.2,10.2,12.9,22,206
FORD,'F-150 4X4 (Payload Pkg)','PICKUP TRUCK - STANDARD',2.7,6,AS6,X,13.3,10.7,12.3,23,288
PORSCHE,'911 CARRERA 4 GTS CABRIOLET',MINICOMPACT,3.8,6,AM7,Z,13.1,9.4,11.4,25,262
MASERATI,'GHIBLI S',MID-SIZE,3,6,AS8,Z,14.5,10,12.4,23,293
KIA,Sorento,'SUV - SMALL',2.4,4,AS6,X,10.7,8.2,9.6,29,225
FORD,F-150,'PICKUP TRUCK - STANDARD',3,6,AS10,D,10.8,8,9.5,30,256
VOLKSWAGEN,'GOLF SPORTWAGON TDI (modified)','STATION WAGON - SMALL',2,4,M6,D,7.6,5.5,6.7,42,179
TOYOTA,'YARIS HATCHBACK',COMPACT,1.5,4,M5,X,7.8,6.5,7.2,39,168
PORSCHE,PANAMERA,FULL-SIZE,3.6,6,AM7,Z,12.9,8.4,10.9,26,255
BMW,320i,COMPACT,2,4,AS8,Z,10,6.5,8.4,34,200
GMC,'SIERRA FFV','PICKUP TRUCK - STANDARD',5.3,8,A6,E,19.7,13.9,17.1,17,284
ROLLS-ROYCE,'PHANTOM COUPE',COMPACT,6.7,12,A8,Z,20.7,12.8,17.1,17,393
HYUNDAI,'SANTA FE SPORT','SUV - SMALL',2.4,4,AS6,X,11.7,8.7,10.3,27,237
INFINITI,'QX70 AWD','SUV - SMALL',3.7,6,AS7,Z,14.6,10.7,12.8,22,294
MERCEDES-BENZ,'E 63 AMG S 4MATIC WAGON','STATION WAGON - MID-SIZE',5.5,8,AS7,Z,15.2,11,13.3,21,306
MAZDA,'CX-5 4WD','SUV - SMALL',2.5,4,AS6,X,9.9,7.9,9,31,207
AUDI,SQ5,'SUV - SMALL',3,6,AS8,Z,14.9,10.1,12.7,22,292
PORSCHE,'911 CARRERA S',MINICOMPACT,3,6,M7,Z,12.1,8.3,10.4,27,242
VOLVO,'S80 T5',MID-SIZE,2,4,AS8,X,9.8,6.6,8.4,34,193
PORSCHE,'911 CARRERA 4',MINICOMPACT,3.4,6,M7,Z,12.3,8.7,10.7,26,251
FORD,'TAURUS FFV AWD',FULL-SIZE,3.5,6,AS6,X,13.6,9.9,12.4,23,291
BENTLEY,'Continental GT',COMPACT,6,12,AM8,Z,19,11.6,15.7,18,364
BMW,'335i SEDAN',COMPACT,3,6,M6,Z,11.5,7.8,9.8,29,225
CHEVROLET,SONIC,COMPACT,1.8,4,M5,X,9,6.8,8,35,187
RAM,'1500 4X4 eTorque','PICKUP TRUCK - STANDARD',5.7,8,A8,X,14.3,11.1,12.9,22,302
KIA,'FORTE 5',FULL-SIZE,1.6,4,A6,X,11.1,8,9.7,29,223
FORD,ESCAPE,'SUV - SMALL',2,4,AS6,X,10.9,8,9.6,29,221
VOLKSWAGEN,'BEETLE DUNE',COMPACT,2,4,AS6,X,9.1,6.9,8.1,35,189
CHEVROLET,EQUINOX,'SUV - SMALL',1.6,4,A6,D,8.5,6,7.4,38,198
SCION,FR-S,MINICOMPACT,2,4,AS6,Z,9.6,7,8.4,34,193
INFINITI,'QX30 AWD',COMPACT,2,4,AM7,Z,10.6,8,9.4,30,221
TOYOTA,'TUNDRA 4WD','PICKUP TRUCK - STANDARD',4.6,8,AS6,X,16.9,12.8,15.1,19,347
LINCOLN,'MKT AWD','SUV - STANDARD',3.5,6,AS6,X,14.8,10.4,12.8,22,294
BENTLEY,'CONTINENTAL GT',COMPACT,6,12,AS8,Z,18.9,11.2,15.4,18,354
TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,4.3,4.6,4.5,63,105
DODGE,'Challenger SRT Hellcat',MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,19,352
BMW,'750Li xDRIVE SEDAN',FULL-SIZE,4.4,8,AS8,Z,15.2,9.8,12.8,22,294
RAM,'1500 Classic FFV','PICKUP TRUCK - STANDARD',3.6,6,A8,X,13.9,9.6,11.9,24,280
DODGE,'DART FFV',MID-SIZE,2,4,A6,E,13.3,9.3,11.5,25,184
MERCEDES-BENZ,'AMG G 63','SUV - STANDARD',5.5,8,A7,Z,19.9,15.5,17.9,16,419
PORSCHE,Macan,'SUV - SMALL',2,4,AM7,Z,12.2,10.2,11.3,25,264
CADILLAC,'CTS AWD',MID-SIZE,2,4,AS8,Z,11.2,8.1,9.8,29,229
CHEVROLET,CRUZE,MID-SIZE,1.8,4,M6,X,9.5,6.5,8.2,34,189
GMC,'Sierra 4WD FFV','PICKUP TRUCK - STANDARD',5.3,8,A6,E,21.8,16.8,19.5,14,325
MINI,'COOPER CLUBMAN',SUBCOMPACT,1.6,4,M6,Z,8.6,6.8,7.8,36,179
TOYOTA,'HIGHLANDER HYBRID AWD','SUV - STANDARD',3.5,6,AV6,X,8,8.6,8.3,34,191
CADILLAC,'CTS SPORT WAGON','STATION WAGON - SMALL',3,6,AS6,X,12.7,8.9,11,26,253
KIA,RONDO,'STATION WAGON - MID-SIZE',2,4,M6,X,10.8,7.4,9.3,30,214
GMC,SIERRA,'PICKUP TRUCK - STANDARD',5.3,8,A6,X,14.6,10.3,12.7,22,292
NISSAN,'NV200 Cargo Van','SPECIAL PURPOSE VEHICLE',2,4,AV,X,9.8,8.8,9.3,30,218
MERCEDES-BENZ,'AMG S 65',FULL-SIZE,6,12,AS7,Z,17.6,10.9,14.6,19,349
FORD,'Flex AWD','SUV - STANDARD',3.5,6,AS6,X,14.7,10.7,12.9,22,303
MERCEDES-BENZ,'GLC 300 4MATIC','SUV - SMALL',2,4,A9,Z,11.1,8.5,10,28,233
INFINITI,'Q60 AWD',SUBCOMPACT,2,4,AS7,Z,11.2,8.5,10,28,233
JAGUAR,'XJR  LWB',FULL-SIZE,5,8,AS8,Z,15.8,10.3,13.3,21,313
BMW,'Z4 sDRIVE35i',TWO-SEATER,3,6,AM7,Z,13.7,10,12.1,23,278
JEEP,PATRIOT,'SUV - SMALL',2,4,AV,X,10.8,8.9,10,28,234
FORD,MUSTANG,SUBCOMPACT,3.7,6,M6,X,13.6,8.4,11.2,25,264
MERCEDES-BENZ,'AMG GLE 43 4MATIC','SUV - STANDARD',3,6,A9,Z,14,10.6,12.4,23,292
BMW,'750Li xDrive Sedan',FULL-SIZE,4.4,8,AS8,Z,14.5,9.9,12.4,23,290
KIA,FORTE,MID-SIZE,2,4,A6,X,9.8,6.6,8.4,34,193
AUDI,A4,COMPACT,2,4,AV8,Z,9.9,7.6,8.9,32,212
MERCEDES-BENZ,'SLK 350',TWO-SEATER,3.5,6,AS7,Z,11.1,8.1,9.8,29,225
GMC,'Sierra 4WD AT4','PICKUP TRUCK - STANDARD',5.3,8,A8,X,15.1,11.4,13.4,21,314
VOLKSWAGEN,'GOLF SPORTWAGEN 4MOTION','STATION WAGON - SMALL',1.8,4,M6,X,10.8,7.6,9.3,30,218
BMW,'430i xDrive Coupe',COMPACT,2,4,AS8,Z,10.2,7.2,8.8,32,207
MASERATI,'Levante GTS','SUV - STANDARD',3.8,8,AS8,Z,17.3,12.9,15.3,18,360
GMC,'YUKON 4WD','SUV - STANDARD',5.3,8,A6,X,15.2,10.8,13.2,21,310
MERCEDES-BENZ,'AMG E 53 4MATIC+ Coupe',SUBCOMPACT,3,6,A9,Z,12.3,8.5,10.6,27,237
'LAND ROVER','RANGE ROVER EVOQUE','SUV - SMALL',2,4,AS9,Z,11.3,7.9,9.7,29,229
ACURA,NSX,TWO-SEATER,3.5,6,AM9,Z,11.1,10.8,11,26,261
KIA,SOUL,'STATION WAGON - SMALL',1.6,4,AS6,X,9.4,7.8,8.7,32,205
TOYOTA,'Prius c',COMPACT,1.5,4,AV,X,4.9,5.5,5.1,55,120
BENTLEY,'Continental GT Convertible',SUBCOMPACT,6,12,AM8,Z,19.2,12.2,16,18,373
GENESIS,'G80 AWD',FULL-SIZE,3.8,6,AS8,X,13.4,9.6,11.7,24,276
MAZDA,CX-30,'SUV - SMALL',2.5,4,AS6,X,9.3,7.1,8.3,34,194
CADILLAC,'XT5 AWD','SUV - SMALL',3.6,6,AS8,X,12.8,9.3,11.2,25,263
JEEP,'NEW WRANGLER UNLIMITED 4X4','SUV - SMALL',3.6,6,A8,X,12.9,10.2,11.7,24,275
CHRYSLER,'300 AWD',FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9,26,257
JAGUAR,'F-TYPE Coupe R-Dynamic',TWO-SEATER,3,6,AS8,Z,12.4,8.8,10.8,26,253
JEEP,PATRIOT,'SUV - SMALL',2.4,4,A6,X,11.2,8.6,10,28,230
FORD,F-150,'PICKUP TRUCK - STANDARD',2.7,6,AS10,X,12,8.9,10.6,27,249
AUDI,'A5 QUATTRO',SUBCOMPACT,2,4,AS8,Z,11,7.8,9.6,29,224
LEXUS,'ES 300h',MID-SIZE,2.5,4,AV6,X,5.8,6.2,6,47,138
FORD,'FIESTA SFE',SUBCOMPACT,1,3,M5,X,7.6,5.7,6.8,42,158
LEXUS,'IS 200t',COMPACT,2,4,AS8,Z,10.6,7.3,9.1,31,214
VOLKSWAGEN,'TIGUAN 4MOTION','SUV - SMALL',2,4,AS6,Z,11.6,9.3,10.6,27,248
VOLKSWAGEN,'GOLF TDI (modified)',COMPACT,2,4,AM6,D,7.6,5.5,6.5,43,177
HYUNDAI,'Veloster Turbo',COMPACT,1.6,4,M6,X,9.4,7,8.3,34,196
BMW,335i,COMPACT,3,6,M6,Z,11.8,7.9,10,28,230
BMW,'X4 xDRIVE28i','SUV - SMALL',2,4,AS8,Z,11.8,8.6,10.3,27,240
SUBARU,'Crosstrek AWD','SUV - SMALL',2,4,M6,X,10.5,8.1,9.4,30,220
HYUNDAI,'VELOSTER TURBO',COMPACT,1.6,4,A6,X,9.9,7.5,8.8,32,202
TOYOTA,'Camry TRD',MID-SIZE,3.5,6,AS8,X,10.8,7.6,9.4,30,220
GMC,'SAVANA 1500 CARGO AWD','VAN - CARGO',5.3,8,A4,E,23.7,18.8,21.5,13,344
AUDI,Q5,'SUV - SMALL',2,4,AS7,Z,10.4,8.6,9.6,29,226
GMC,'YUKON FFV','SUV - STANDARD',5.3,8,A6,X,15.1,10.4,13,22,304
GMC,'Sierra WT','PICKUP TRUCK - STANDARD',2.7,4,A8,X,12.5,10.8,11.7,24,275
DODGE,'DART FFV',MID-SIZE,2,4,A6,E,14.2,9.8,12.2,23,195
LEXUS,'IS 250',COMPACT,2.5,6,AS6,Z,11.2,7.8,9.7,29,223
PORSCHE,'911 TURBO S',MINICOMPACT,3.8,6,AM7,Z,12.6,9.9,11.4,25,266
LINCOLN,'NAVIGATOR 4X4 FFV','SUV - STANDARD',5.4,8,A6,E,24.5,18,21.6,13,346
TOYOTA,VENZA,'SUV - SMALL',2.7,4,AS6,X,11.4,8.2,10,28,230
DODGE,CHALLENGER,MID-SIZE,3.6,6,A5,X,13.2,8.7,11.2,25,258
NISSAN,'PATHFINDER HYBRID 4WD','SUV - STANDARD',2.5,4,AV,X,9.1,8.5,8.8,32,202
JAGUAR,'XJL SUPERCHARGED',FULL-SIZE,5,8,AS8,E,20.6,13.6,17.5,16,280
PORSCHE,'PANAMERA 4',FULL-SIZE,3.6,6,AM7,Z,13.1,8.7,11.1,25,255
CHEVROLET,'Silverado 4WD','PICKUP TRUCK - STANDARD',5.3,8,A8,X,14.7,10.7,12.9,22,303
PORSCHE,'911 TARGA 4S',MINICOMPACT,3.8,6,AM7,Z,12.8,9.3,11.2,25,258
DODGE,'DURANGO AWD','SUV - STANDARD',3.6,6,A8,X,12.7,9.6,11.3,25,265
FORD,'TRANSIT CONNECT TAXI','SPECIAL PURPOSE VEHICLE',1.6,4,AS6,X,11.5,8.3,10.1,28,232
ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,A8,Z,19.1,12.3,16,18,368
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,M7,Z,14.2,9,11.9,24,278
AUDI,'A6 QUATTRO',MID-SIZE,2,4,AS8,Z,12,8.1,10.3,27,237
VOLKSWAGEN,JETTA,COMPACT,2,4,AM6,X,9.8,7,8.6,33,201
MAZDA,MX-5,TWO-SEATER,2,4,AS6,Z,9,6.6,7.9,36,186
FORD,'Expedition 4X4','SUV - STANDARD',3.5,6,AS10,X,14.1,10.6,12.5,23,294
GMC,'Yukon XL','SUV - STANDARD',5.3,8,A6,X,15.7,10.5,13.4,21,314
TOYOTA,'CAMRY HYBRID LE',MID-SIZE,2.5,4,AV6,X,4.9,4.8,4.9,58,113
DODGE,'CHALLENGER (MDS)',MID-SIZE,6.4,8,A8,Z,15.6,9.6,12.9,22,302
MAZDA,'CX-5 (Cylinder Deactivation)','SUV - SMALL',2.5,4,AS6,X,9.3,7.6,8.5,33,201
GMC,'Sierra 4WD AT4','PICKUP TRUCK - STANDARD',3,6,A10,D,10.5,9.1,9.9,29,265
BMW,'X4 M','SUV - SMALL',3,6,AS8,Z,16.6,12.1,14.6,19,339
HYUNDAI,'Elantra GT',FULL-SIZE,2,4,AS6,X,9.4,7.1,8.4,34,200
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,M5,X,9.5,7.1,8.4,34,198
PORSCHE,'911 TURBO S',MINICOMPACT,3.8,6,AM7,Z,12.6,9.9,11.4,25,266
AUDI,'A5 QUATTRO',SUBCOMPACT,2,4,M6,Z,9.9,7.1,8.7,32,204
BMW,'ALPINA B7 xDRIVE SWB',FULL-SIZE,4.4,8,A8,Z,15,9.8,12.7,22,292
AUDI,'Q3 QUATTRO',COMPACT,2,4,AS6,Z,11.9,8.4,10.3,27,237
AUDI,'S5 Cabriolet',SUBCOMPACT,3,6,AS8,Z,12.1,9.1,10.8,26,252
MITSUBISHI,RVR,'SUV - SMALL',2,4,AV6,X,9.7,7.8,8.8,32,204
CHEVROLET,'Silverado 4WD Custom Trail Boss','PICKUP TRUCK - STANDARD',5.3,8,A6,X,16.7,13.1,15.1,19,354
BMW,'650i xDRIVE GRAN COUPE',COMPACT,4.4,8,A8,Z,15,9.8,12.7,22,292
DODGE,'JOURNEY FFV','SUV - SMALL',3.6,6,A6,E,19.1,13.2,16.4,17,274
CHEVROLET,'Tahoe 4WD','SUV - STANDARD',5.3,8,A6,X,16,11.2,13.8,20,325
RAM,'1500 (MDS)','PICKUP TRUCK - STANDARD',5.7,8,A6,X,17.1,12,14.8,19,340
MERCEDES-BENZ,'B 250','STATION WAGON - SMALL',2,4,AS7,Z,9.2,6.6,8,35,184
SUBARU,WRX,COMPACT,2,4,AV8,Z,12.4,9.4,11.1,25,255
PORSCHE,'911 Turbo',MINICOMPACT,3.8,6,AM7,Z,12.6,9.9,11.4,25,266
NISSAN,370Z,TWO-SEATER,3.7,6,M6,Z,13.3,9.3,11.5,25,269
INFINITI,'Q60S RED SPORT AWD',SUBCOMPACT,3,6,AS7,Z,12.5,9.2,11,26,259
SUBARU,'IMPREZA 5-DOOR AWD','STATION WAGON - SMALL',2,4,M5,X,10.1,7.7,9,31,211
BMW,'428i xDRIVE GRAN COUPE',COMPACT,2,4,AS8,Z,10.6,7.2,9.1,31,209
PORSCHE,'CAYMAN GTS',TWO-SEATER,2.5,4,M6,Z,12.3,9.4,11,26,257
CHEVROLET,'SONIC 5','STATION WAGON - SMALL',1.8,4,M5,X,9,6.8,8,35,187
GMC,'YUKON XL','SUV - STANDARD',5.3,8,A6,E,21.5,14.6,18.4,15,294
HYUNDAI,Veloster,COMPACT,2,4,M6,X,9.4,7.1,8.4,34,198
FORD,'F-150 FFV (LT Tire Pkg)','PICKUP TRUCK - STANDARD',5,8,AS10,X,14.7,11.2,13.1,22,307
DODGE,'DURANGO AWD','SUV - STANDARD',3.6,6,A8,X,12.8,9.5,11.3,25,265
'ASTON MARTIN','DB11 V8',MINICOMPACT,4,8,A8,Z,13,9.8,11.5,25,271
CHEVROLET,'EXPRESS 1500 CARGO CONV AWD','VAN - CARGO',5.3,8,A4,X,18.3,14.2,16.5,17,380
HYUNDAI,'SANTA FE SPORT','SUV - SMALL',2.4,4,AS6,X,11.7,8.7,10.3,27,237
'LAND ROVER','RANGE ROVER SPORT V8 5.0 SC FFV','SUV - STANDARD',5,8,AS8,E,24,16.6,20.7,14,331
INFINITI,QX30,COMPACT,2,4,AM7,Z,9.7,7.1,8.5,33,200
ACURA,'RLX HYBRID',MID-SIZE,3.5,6,AM7,Z,8.4,8.2,8.4,34,196
FIAT,500X,'SUV - SMALL',2.4,4,A9,X,10.6,7.6,9.3,30,217
MINI,'COOPER COUNTRYMAN',COMPACT,1.6,4,M6,Z,8.6,6.8,7.8,36,179
PORSCHE,'Cayenne S','SUV - STANDARD',2.9,6,AS8,Z,12.9,10.4,11.8,24,275
CHEVROLET,Malibu,MID-SIZE,2,4,A9,Z,10.5,7.4,9.1,31,214
MERCEDES-BENZ,'E 300 4MATIC',MID-SIZE,2,4,A9,Z,11,8.1,9.7,29,227
'LAND ROVER','Range Rover Velar P300','SUV - SMALL',2,4,AS8,Z,11.7,9.2,10.6,27,248
CHEVROLET,'Camaro SS',SUBCOMPACT,6.2,8,M6,Z,14.9,9.9,12.6,22,297
TOYOTA,C-HR,COMPACT,2,4,AS7,X,8.7,7.5,8.2,34,189
MAZDA,'MAZDA6 (SIL)',MID-SIZE,2.5,4,M6,X,9.4,6.4,8.1,35,188
HYUNDAI,ACCENT,COMPACT,1.6,4,M6,X,8.7,6.3,7.6,37,176
MAZDA,MX-5,TWO-SEATER,2,4,AS6,Z,11.5,8.5,10.1,28,232
SUBARU,'LEGACY AWD',MID-SIZE,2.5,4,AV6,X,9,6.5,7.9,36,185
DODGE,'DART GT',MID-SIZE,2.4,4,A6,X,10.6,7.5,9.2,31,212
GENESIS,'G70 AWD',COMPACT,2,4,AS8,Z,11.5,8.7,10.3,27,241
BMW,'X7 M50i','SUV - STANDARD',4.4,8,AS8,Z,15.5,11.4,13.6,21,318
PORSCHE,'PANAMERA 4S EXECUTIVE',FULL-SIZE,3,6,AM7,Z,13.7,8.9,11.5,25,264
GMC,Canyon,'PICKUP TRUCK - SMALL',2.5,4,M6,X,11.9,9.2,10.7,26,251
CHRYSLER,'300 (MDS)',FULL-SIZE,5.7,8,A8,X,14.8,9.3,12.3,23,283
INFINITI,'Q60 AWD',SUBCOMPACT,2,4,AS7,Z,11.2,8.5,10,28,233
CHEVROLET,'SILVERADO 4WD FFV','PICKUP TRUCK - STANDARD',5.3,8,A6,X,15,10.7,13.1,22,306
TOYOTA,Sienna,MINIVAN,3.5,6,AS8,X,12.4,8.9,10.8,26,254
MASERATI,GRANTURISMO,SUBCOMPACT,4.7,8,AS6,Z,18.2,11.4,15.1,19,357
BMW,'X4 M40i','SUV - SMALL',3,6,AS8,Z,12.7,9.1,11.1,25,260
GMC,'Sierra 4WD','PICKUP TRUCK - STANDARD',5.3,8,A10,X,14.3,10.6,12.7,22,298
GMC,'Sierra 4WD','PICKUP TRUCK - STANDARD',4.3,6,A6,X,15.8,11.9,14,20,329
PORSCHE,'911 Carrera Cabriolet',MINICOMPACT,3,6,AM7,Z,10.8,8.3,9.7,29,227
TOYOTA,Camry,MID-SIZE,2.5,4,AS8,X,8.1,5.7,6.9,41,164
JAGUAR,'XE 20d AWD',COMPACT,2,4,AS8,D,7.8,5.8,6.9,41,186
KIA,RONDO,'STATION WAGON - MID-SIZE',2,4,M6,X,10.8,7.4,9.3,30,214
BMW,'750i xDrive',FULL-SIZE,4.4,8,AS8,Z,13.3,9.2,11.5,25,269
MITSUBISHI,'LANCER SPORTBACK','STATION WAGON - SMALL',2,4,M5,X,9.8,7.1,8.6,33,198
KIA,'FORTE (MPI)',MID-SIZE,2,4,AS6,X,7.9,6.3,7.2,39,170
GMC,'YUKON 4WD','SUV - STANDARD',5.3,8,A6,X,15.1,10.4,13,22,299
HYUNDAI,TUCSON,'SUV - SMALL',2.4,4,AS6,X,11.3,8.3,10,28,230
RAM,'1500 4X4','PICKUP TRUCK - STANDARD',5.7,8,A8,X,16.1,11,13.8,20,325
BMW,'428i COUPE',COMPACT,2,4,M6,Z,10.7,6.9,9,31,207
MERCEDES-BENZ,'ML 350 4MATIC FFV','SUV - STANDARD',3.5,6,AS7,Z,13.4,10.5,12.1,23,278
GMC,'SIERRA 4WD FFV','PICKUP TRUCK - STANDARD',5.3,8,A6,X,15,10.7,13.1,22,307
PORSCHE,'911 Carrera 4',MINICOMPACT,3,6,M7,Z,12.1,8.3,10.4,27,242
NISSAN,370Z,TWO-SEATER,3.7,6,M6,Z,13.3,9.3,11.5,25,264
HYUNDAI,'Santa Fe AWD','SUV - SMALL',2.4,4,AS8,X,11.3,8.8,10.1,28,238
PORSCHE,'PANAMERA 4S',FULL-SIZE,3,6,AM7,Z,13.4,8.8,11.4,25,262
RAM,'1500 eTorque','PICKUP TRUCK - STANDARD',3.6,6,A8,X,11.9,9.4,10.8,26,253
GMC,'YUKON XL 4WD FFV','SUV - STANDARD',5.3,8,A6,E,22.2,15.3,19.1,15,317
MERCEDES-BENZ,'AMG GLE 63 S 4MATIC','SUV - STANDARD',5.5,8,AS7,Z,17.3,13.5,15.6,18,366
VOLKSWAGEN,'TIGUAN 4MOTION','SUV - SMALL',2,4,AS6,Z,11.6,9.3,10.6,27,248
JAGUAR,'F-TYPE COUPE',TWO-SEATER,3,6,AS8,Z,11.9,8.5,10.4,27,242
